"incident_date","State","city_county","Address","no_killed","no_injured","moreInfo","formattedDate","casualties","GoogleAdd","dayofweek","lat","lng","accuracy"
"August 8, 2017","Illinois","Chicago","1 block of East 37th Street","1","6","<a href=""http://www.gunviolencearchive.org/incident/909423"" target=""_blank"">More Information</a>",2017-08-08,7,"Illinois, Chicago, 1 block of East 37th Street","Tues",41.8273618,-87.626407,"street_address"
"August 12, 2017","Missouri","Saint Louis","12310 Bellefontaine Rd","1","3","<a href=""http://www.gunviolencearchive.org/incident/912093"" target=""_blank"">More Information</a>",2017-08-12,4,"Missouri, Saint Louis, 12310 Bellefontaine Rd","Sat",38.7965779,-90.212354,"street_address"
"August 13, 2017","California","Sacramento","4000 Block of Martin Luther King Jr Blvd","0","4","<a href=""http://www.gunviolencearchive.org/incident/912322"" target=""_blank"">More Information</a>",2017-08-13,4,"California, Sacramento, 4000 Block of Martin Luther King Jr Blvd","Sun",38.5383643,-121.4650445,"street_address"
"August 13, 2017","Virginia","Suffolk","8700 block of Quay Rd","0","4","<a href=""http://www.gunviolencearchive.org/incident/912375"" target=""_blank"">More Information</a>",2017-08-13,4,"Virginia, Suffolk, 8700 block of Quay Rd","Sun",36.6524118,-76.8394274,"street_address"
"August 13, 2017","Pennsylvania","Philadelphia","39th St and Melon St","0","5","<a href=""http://www.gunviolencearchive.org/incident/912805"" target=""_blank"">More Information</a>",2017-08-13,5,"Pennsylvania, Philadelphia, 39th St and Melon St","Sun",39.9648942,-75.1999605,"intersection"
"August 14, 2017","California","North Hollywood","Morrison St and Klump Ave","2","2","<a href=""http://www.gunviolencearchive.org/incident/913924"" target=""_blank"">More Information</a>",2017-08-14,4,"California, North Hollywood, Morrison St and Klump Ave","Mon",34.160824,-118.3757613,"intersection"
"August 16, 2017","New York","Wyandanch","Merritt Ave and 15th St","0","4","<a href=""http://www.gunviolencearchive.org/incident/914819"" target=""_blank"">More Information</a>",2017-08-16,4,"New York, Wyandanch, Merritt Ave and 15th St","Wed",40.754364,-73.36126,"intersection"
"August 19, 2017","Ohio","Cleveland","11143 Superior Ave","1","4","<a href=""http://www.gunviolencearchive.org/incident/916551"" target=""_blank"">More Information</a>",2017-08-19,5,"Ohio, Cleveland, 11143 Superior Ave","Sat",41.5226451,-81.6075922,"street_address"
"August 20, 2017","Illinois","Chicago","11901 S Loomis St","2","5","<a href=""http://www.gunviolencearchive.org/incident/916848"" target=""_blank"">More Information</a>",2017-08-20,7,"Illinois, Chicago, 11901 S Loomis St","Sun",41.6774023,-87.6564412,"street_address"
"August 20, 2017","New York","Brooklyn","100th St and Ave M","0","4","<a href=""http://www.gunviolencearchive.org/incident/916808"" target=""_blank"">More Information</a>",2017-08-20,4,"New York, Brooklyn, 100th St and Ave M","Sun",40.6386145,-73.8910242,"intersection"
"August 21, 2017","New Jersey","Newark","Fabyan Place","0","4","<a href=""http://www.gunviolencearchive.org/incident/917793"" target=""_blank"">More Information</a>",2017-08-21,4,"New Jersey, Newark, Fabyan Place","Mon",40.7154265,-74.222108,"route"
"August 21, 2017","New Jersey","Newark","700 block of S 19th St","1","3","<a href=""http://www.gunviolencearchive.org/incident/918061"" target=""_blank"">More Information</a>",2017-08-21,4,"New Jersey, Newark, 700 block of S 19th St","Mon",40.7324215,-74.2122173,"street_address"
"August 21, 2017","Maryland","Baltimore","Cottage Avenue and Park Heights Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/917713"" target=""_blank"">More Information</a>",2017-08-21,4,"Maryland, Baltimore, Cottage Avenue and Park Heights Avenue","Mon",39.3273326,-76.6575222,"intersection"
"August 21, 2017","North Carolina","Whitakers","980 Fishing Creek Rd","4","0","<a href=""http://www.gunviolencearchive.org/incident/917820"" target=""_blank"">More Information</a>",2017-08-21,4,"North Carolina, Whitakers, 980 Fishing Creek Rd","Mon",36.1693349,-77.828844,"street_address"
"August 21, 2017","Tennessee","Memphis","262 Decatur St","0","4","<a href=""http://www.gunviolencearchive.org/incident/917838"" target=""_blank"">More Information</a>",2017-08-21,4,"Tennessee, Memphis, 262 Decatur St","Mon",35.1471794,-90.0259307,"street_address"
"August 22, 2017","Illinois","Chicago","300 block of N Central Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/918204"" target=""_blank"">More Information</a>",2017-08-22,4,"Illinois, Chicago, 300 block of N Central Ave","Tues",41.885933,-87.765465,"street_address"
"August 24, 2017","Missouri","Saint Louis","10400 block of Balmoral Dr","4","0","<a href=""http://www.gunviolencearchive.org/incident/920513"" target=""_blank"">More Information</a>",2017-08-24,4,"Missouri, Saint Louis, 10400 block of Balmoral Dr","Thurs",38.754081,-90.2010733,"street_address"
"August 25, 2017","Florida","Gainesville","1600 NE 8th Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/921289"" target=""_blank"">More Information</a>",2017-08-25,4,"Florida, Gainesville, 1600 NE 8th Ave","Fri",29.6592077,-82.3046666,"street_address"
"August 27, 2017","California","Sacramento","7760 24th St","1","4","<a href=""http://www.gunviolencearchive.org/incident/921733"" target=""_blank"">More Information</a>",2017-08-27,5,"California, Sacramento, 7760 24th St","Sun",38.47505,-121.481512,"street_address"
"August 27, 2017","Indiana","Evansville","1127 Chestnut St","1","3","<a href=""http://www.gunviolencearchive.org/incident/921653"" target=""_blank"">More Information</a>",2017-08-27,4,"Indiana, Evansville, 1127 Chestnut St","Sun",37.973217,-87.5602258,"street_address"
"August 28, 2017","New Mexico","Clovis","701 N Main St","2","4","<a href=""http://www.gunviolencearchive.org/incident/922184"" target=""_blank"">More Information</a>",2017-08-28,6,"New Mexico, Clovis, 701 N Main St","Mon",34.405263,-103.20452,"street_address"
"September 2, 2017","Kentucky","Louisville","8008 Watterson Trail","0","4","<a href=""http://www.gunviolencearchive.org/incident/925809"" target=""_blank"">More Information</a>",2017-09-02,4,"Kentucky, Louisville, 8008 Watterson Trail","Sat",38.180619,-85.621938,"street_address"
"September 2, 2017","Illinois","Chicago","8300 block of S Hermitage","1","3","<a href=""http://www.gunviolencearchive.org/incident/925436"" target=""_blank"">More Information</a>",2017-09-02,4,"Illinois, Chicago, 8300 block of S Hermitage","Sat",41.742758,-87.667169,"street_address"
"September 3, 2017","California","Inglewood","10100 block of S Firmona Ave","2","3","<a href=""http://www.gunviolencearchive.org/incident/926766"" target=""_blank"">More Information</a>",2017-09-03,5,"California, Inglewood, 10100 block of S Firmona Ave","Sun",33.9443865,-118.3566664,"street_address"
"September 4, 2017","Illinois","Bellwood","1000 block of Bellwood Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/927277"" target=""_blank"">More Information</a>",2017-09-04,4,"Illinois, Bellwood, 1000 block of Bellwood Ave","Mon",41.8741981,-87.8782768,"premise"
"September 6, 2017","Illinois","Chicago","2700 block of Madison","0","4","<a href=""http://www.gunviolencearchive.org/incident/928380"" target=""_blank"">More Information</a>",2017-09-06,4,"Illinois, Chicago, 2700 block of Madison","Wed",41.8813699,-87.694119,"street_address"
"September 9, 2017","Alabama","Selma","Kings Bend Road","0","4","<a href=""http://www.gunviolencearchive.org/incident/931139"" target=""_blank"">More Information</a>",2017-09-09,4,"Alabama, Selma, Kings Bend Road","Sat",32.3944732,-87.028715,"route"
"September 10, 2017","Louisiana","New Orleans","2101 N Claiborne Ave","1","3","<a href=""http://www.gunviolencearchive.org/incident/930266"" target=""_blank"">More Information</a>",2017-09-10,4,"Louisiana, New Orleans, 2101 N Claiborne Ave","Sun",29.9736728,-90.0583789,"street_address"
"September 10, 2017","Texas","Plano","1712 West Spring Creek Parkway","9","1","<a href=""http://www.gunviolencearchive.org/incident/930569"" target=""_blank"">More Information</a>",2017-09-10,10,"Texas, Plano, 1712 West Spring Creek Parkway","Sun",33.0565041,-96.7276013,"street_address"
"September 13, 2017","Washington","Rockford","14626 S Jackson Rd","1","3","<a href=""http://www.gunviolencearchive.org/incident/932181"" target=""_blank"">More Information</a>",2017-09-13,4,"Washington, Rockford, 14626 S Jackson Rd","Wed",47.5195602,-117.196933,"street_address"
"September 13, 2017","Pennsylvania","York","400 block of S Duke St","0","4","<a href=""http://www.gunviolencearchive.org/incident/932906"" target=""_blank"">More Information</a>",2017-09-13,4,"Pennsylvania, York, 400 block of S Duke St","Wed",39.957422,-76.723059,"street_address"
"September 13, 2017","Pennsylvania","Philadelphia","3100 block of N 2nd St","0","4","<a href=""http://www.gunviolencearchive.org/incident/932619"" target=""_blank"">More Information</a>",2017-09-13,4,"Pennsylvania, Philadelphia, 3100 block of N 2nd St","Wed",39.9973235,-75.1332171,"street_address"
"September 13, 2017","Tennessee","Memphis","1000 block of Morehead St","1","5","<a href=""http://www.gunviolencearchive.org/incident/932526"" target=""_blank"">More Information</a>",2017-09-13,6,"Tennessee, Memphis, 1000 block of Morehead St","Wed",35.1680474,-90.0251211,"street_address"
"September 16, 2017","South Carolina","Columbia","920 Lady Street","0","8","<a href=""http://www.gunviolencearchive.org/incident/934036"" target=""_blank"">More Information</a>",2017-09-16,8,"South Carolina, Columbia, 920 Lady Street","Sat",34.0012806,-81.0376768,"street_address"
"September 17, 2017","Michigan","Detroit","5000 block of Stanton Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/936028"" target=""_blank"">More Information</a>",2017-09-17,4,"Michigan, Detroit, 5000 block of Stanton Street","Sun",42.3497679,-83.0905192,"street_address"
"September 17, 2017","Virginia","Petersburg","300 Mistletoe St","1","4","<a href=""http://www.gunviolencearchive.org/incident/935928"" target=""_blank"">More Information</a>",2017-09-17,5,"Virginia, Petersburg, 300 Mistletoe St","Sun",37.2168154,-77.4048035,"street_address"
"September 20, 2017","Indiana","Gary","4300 block of 23rd Ct","0","5","<a href=""http://www.gunviolencearchive.org/incident/939482"" target=""_blank"">More Information</a>",2017-09-20,5,"Indiana, Gary, 4300 block of 23rd Ct","Wed",41.57554,-87.3903455,"street_address"
"September 23, 2017","California","Bakersfield","818 Real Rd","1","4","<a href=""http://www.gunviolencearchive.org/incident/939834"" target=""_blank"">More Information</a>",2017-09-23,5,"California, Bakersfield, 818 Real Rd","Sat",35.3657935,-119.0432433,"street_address"
"September 23, 2017","Illinois","Danville","Seminary St and Jackson St","0","5","<a href=""http://www.gunviolencearchive.org/incident/940068"" target=""_blank"">More Information</a>",2017-09-23,5,"Illinois, Danville, Seminary St and Jackson St","Sat",40.1303331,-87.6273128,"intersection"
"September 23, 2017","Connecticut","Hartford","1164 Albany Ave","2","2","<a href=""http://www.gunviolencearchive.org/incident/940142"" target=""_blank"">More Information</a>",2017-09-23,4,"Connecticut, Hartford, 1164 Albany Ave","Sat",41.7821945,-72.6958082,"street_address"
"September 24, 2017","Maryland","Baltimore","500 block of E. Patapsco Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/941144"" target=""_blank"">More Information</a>",2017-09-24,4,"Maryland, Baltimore, 500 block of E. Patapsco Avenue","Sun",39.2370846,-76.6035287,"premise"
"September 24, 2017","Tennessee","Antioch","3890 Pin Hook Rd","1","8","<a href=""http://www.gunviolencearchive.org/incident/940554"" target=""_blank"">More Information</a>",2017-09-24,9,"Tennessee, Antioch, 3890 Pin Hook Rd","Sun",36.0468068,-86.58308,"premise"
"September 24, 2017","New York","Syracuse","1226 E Fayette St","0","4","<a href=""http://www.gunviolencearchive.org/incident/940644"" target=""_blank"">More Information</a>",2017-09-24,4,"New York, Syracuse, 1226 E Fayette St","Sun",43.0481994,-76.1304309,"street_address"
"September 24, 2017","New Jersey","Mays Landing","6000 block of Hoover Dr","1","3","<a href=""http://www.gunviolencearchive.org/incident/941257"" target=""_blank"">More Information</a>",2017-09-24,4,"New Jersey, Mays Landing, 6000 block of Hoover Dr","Sun",39.4511646,-74.7662728,"street_address"
"September 26, 2017","Tennessee","Memphis","2531 Chelsea Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/942522"" target=""_blank"">More Information</a>",2017-09-26,4,"Tennessee, Memphis, 2531 Chelsea Ave","Tues",35.1742096,-89.9727601,"street_address"
"September 26, 2017","Maryland","Baltimore","3200 block of Lyndale Ave","2","2","<a href=""http://www.gunviolencearchive.org/incident/942830"" target=""_blank"">More Information</a>",2017-09-26,4,"Maryland, Baltimore, 3200 block of Lyndale Ave","Tues",39.31661,-76.578385,"street_address"
"September 26, 2017","Pennsylvania","Philadelphia","100 block of Pastorius St","1","3","<a href=""http://www.gunviolencearchive.org/incident/942628"" target=""_blank"">More Information</a>",2017-09-26,4,"Pennsylvania, Philadelphia, 100 block of Pastorius St","Tues",40.043327,-75.177497,"street_address"
"September 28, 2017","Louisiana","New Orleans","2001 N Rocheblave St","1","3","<a href=""http://www.gunviolencearchive.org/incident/944448"" target=""_blank"">More Information</a>",2017-09-28,4,"Louisiana, New Orleans, 2001 N Rocheblave St","Thurs",29.9814938,-90.0647871,"street_address"
"September 30, 2017","Tennessee","Memphis","800 block of Kerr Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/946138"" target=""_blank"">More Information</a>",2017-09-30,4,"Tennessee, Memphis, 800 block of Kerr Avenue","Sat",35.1071634,-90.0358906,"street_address"
"October 1, 2017","Kansas","Lawrence","1000 block of Massachusetts St","3","2","<a href=""http://www.gunviolencearchive.org/incident/945990"" target=""_blank"">More Information</a>",2017-10-01,5,"Kansas, Lawrence, 1000 block of Massachusetts St","Sun",38.9654625,-95.235711,"street_address"
"October 1, 2017","Nevada","Las Vegas","3950 Las Vegas Blvd S","59","441","<a href=""http://www.gunviolencearchive.org/incident/946496"" target=""_blank"">More Information</a>",2017-10-01,500,"Nevada, Las Vegas, 3950 Las Vegas Blvd S","Sun",36.0908614,-115.1750272,"street_address"
"October 3, 2017","Florida","Miami","2051 NW 65th St","0","4","<a href=""http://www.gunviolencearchive.org/incident/952220"" target=""_blank"">More Information</a>",2017-10-03,4,"Florida, Miami, 2051 NW 65th St","Tues",25.8338798,-80.2310149,"street_address"
"October 5, 2017","Arizona","Casa Grande","400 block of W 13th Street","4","0","<a href=""http://www.gunviolencearchive.org/incident/952720"" target=""_blank"">More Information</a>",2017-10-05,4,"Arizona, Casa Grande, 400 block of W 13th Street","Thurs",32.8854151,-111.7573019,"street_address"
"October 6, 2017","Illinois","Chicago","8000 block of S Marshfield","0","5","<a href=""http://www.gunviolencearchive.org/incident/953156"" target=""_blank"">More Information</a>",2017-10-06,5,"Illinois, Chicago, 8000 block of S Marshfield","Fri",41.748351,-87.6649489,"street_address"
"October 7, 2017","Arizona","Phoenix","87th Ave and Thomas Rd","0","4","<a href=""http://www.gunviolencearchive.org/incident/954428"" target=""_blank"">More Information</a>",2017-10-07,4,"Arizona, Phoenix, 87th Ave and Thomas Rd","Sat",33.479751,-112.2464783,"intersection"
"October 9, 2017","Texas","Houston","3352 Old Spanish Trail","0","5","<a href=""http://www.gunviolencearchive.org/incident/955268"" target=""_blank"">More Information</a>",2017-10-09,5,"Texas, Houston, 3352 Old Spanish Trail","Mon",29.7012183,-95.3721622,"street_address"
"October 10, 2017","California","San Francisco","25th St and Treat Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/956942"" target=""_blank"">More Information</a>",2017-10-10,4,"California, San Francisco, 25th St and Treat Ave","Tues",37.7509769,-122.4128627,"intersection"
"October 11, 2017","Ohio","Pedro","15497 SR 93","4","0","<a href=""http://www.gunviolencearchive.org/incident/957562"" target=""_blank"">More Information</a>",2017-10-11,4,"Ohio, Pedro, 15497 SR 93","Wed",38.7082504,-82.6422721,"street_address"
"October 12, 2017","California","Aliso Viejo","6 Asbury Ct","2","2","<a href=""http://www.gunviolencearchive.org/incident/957980"" target=""_blank"">More Information</a>",2017-10-12,4,"California, Aliso Viejo, 6 Asbury Ct","Thurs",33.5675227,-117.7357647,"street_address"
"October 15, 2017","Texas","Houston","6233 Gulfton St","2","2","<a href=""http://www.gunviolencearchive.org/incident/960036"" target=""_blank"">More Information</a>",2017-10-15,4,"Texas, Houston, 6233 Gulfton St","Sun",29.7139842,-95.492823,"street_address"
"October 15, 2017","Arizona","Phoenix","107th Ave and Camelback Rd","1","3","<a href=""http://www.gunviolencearchive.org/incident/959126"" target=""_blank"">More Information</a>",2017-10-15,4,"Arizona, Phoenix, 107th Ave and Camelback Rd","Sun",33.5081755,-112.2900132,"intersection"
"October 16, 2017","Mississippi","Meridian","5th Street","1","3","<a href=""http://www.gunviolencearchive.org/incident/962623"" target=""_blank"">More Information</a>",2017-10-16,4,"Mississippi, Meridian, 5th Street","Mon",32.360592,-88.716761,"route"
"October 17, 2017","New York","Brooklyn","181 Martense St","0","4","<a href=""http://www.gunviolencearchive.org/incident/962155"" target=""_blank"">More Information</a>",2017-10-17,4,"New York, Brooklyn, 181 Martense St","Tues",40.6517315,-73.9529697,"street_address"
"October 18, 2017","Maryland","Edgewood","2111 Emmorton Park Rd","3","3","<a href=""http://www.gunviolencearchive.org/incident/962359"" target=""_blank"">More Information</a>",2017-10-18,6,"Maryland, Edgewood, 2111 Emmorton Park Rd","Wed",39.452171,-76.3089857,"street_address"
"October 21, 2017","Florida","Jacksonville","164 E Eubanks St","0","4","<a href=""http://www.gunviolencearchive.org/incident/965077"" target=""_blank"">More Information</a>",2017-10-21,4,"Florida, Jacksonville, 164 E Eubanks St","Sat",30.4846395,-81.6223602,"street_address"
"October 21, 2017","Tennessee","Nashville","1277 12th Ave S","0","4","<a href=""http://www.gunviolencearchive.org/incident/965756"" target=""_blank"">More Information</a>",2017-10-21,4,"Tennessee, Nashville, 1277 12th Ave S","Sat",36.141427,-86.78853,"street_address"
"October 21, 2017","Pennsylvania","Chester","1200 block of W Carlas Ln","0","4","<a href=""http://www.gunviolencearchive.org/incident/965251"" target=""_blank"">More Information</a>",2017-10-21,4,"Pennsylvania, Chester, 1200 block of W Carlas Ln","Sat",39.8470906,-75.3826072,"street_address"
"October 21, 2017","Florida","Tampa","400 Block of E Nordica St","0","4","<a href=""http://www.gunviolencearchive.org/incident/965066"" target=""_blank"">More Information</a>",2017-10-21,4,"Florida, Tampa, 400 Block of E Nordica St","Sat",27.9781718,-82.4566077,"street_address"
"October 22, 2017","Connecticut","Hartford","Wethersfield Avenue and Elliott Street","0","4","<a href=""http://www.gunviolencearchive.org/incident/966153"" target=""_blank"">More Information</a>",2017-10-22,4,"Connecticut, Hartford, Wethersfield Avenue and Elliott Street","Sun",41.7464242,-72.673327,"intersection"
"October 22, 2017","Alabama","Lanett","1606 19th St Sw","2","7","<a href=""http://www.gunviolencearchive.org/incident/966178"" target=""_blank"">More Information</a>",2017-10-22,9,"Alabama, Lanett, 1606 19th St Sw","Sun",32.8486138,-85.2059236,"street_address"
"October 23, 2017","California","Clearlake Oaks","13000 block of Anchor Village","2","2","<a href=""http://www.gunviolencearchive.org/incident/966895"" target=""_blank"">More Information</a>",2017-10-23,4,"California, Clearlake Oaks, 13000 block of Anchor Village","Mon",39.0242052,-122.6610864,"street_address"
"October 27, 2017","Kentucky","Louisville","1716 Prentice St","0","6","<a href=""http://www.gunviolencearchive.org/incident/974051"" target=""_blank"">More Information</a>",2017-10-27,6,"Kentucky, Louisville, 1716 Prentice St","Fri",38.2406851,-85.7842151,"street_address"
"October 27, 2017","California","San Francisco","1100 block of Fillmore","0","4","<a href=""http://www.gunviolencearchive.org/incident/974411"" target=""_blank"">More Information</a>",2017-10-27,4,"California, San Francisco, 1100 block of Fillmore","Fri",37.7798911,-122.4317277,"premise"
"October 28, 2017","Ohio","Toledo","1327 N Huron St","0","4","<a href=""http://www.gunviolencearchive.org/incident/975817"" target=""_blank"">More Information</a>",2017-10-28,4,"Ohio, Toledo, 1327 N Huron St","Sat",41.6617854,-83.5219966,"street_address"
"October 28, 2017","Virginia","Petersburg","N Sycamore St and Franklin","1","3","<a href=""http://www.gunviolencearchive.org/incident/974704"" target=""_blank"">More Information</a>",2017-10-28,4,"Virginia, Petersburg, N Sycamore St and Franklin","Sat",37.2285381,-77.4035777,"intersection"
"October 29, 2017","Texas","Austin","5500 block of Ave F","1","3","<a href=""http://www.gunviolencearchive.org/incident/975600"" target=""_blank"">More Information</a>",2017-10-29,4,"Texas, Austin, 5500 block of Ave F","Sun",30.3200402,-97.719861,"street_address"
"November 3, 2017","Minnesota","Minneapolis","10th Ave S and E 24th St","0","4","<a href=""http://www.gunviolencearchive.org/incident/979651"" target=""_blank"">More Information</a>",2017-11-03,4,"Minnesota, Minneapolis, 10th Ave S and E 24th St","Fri",44.9591262,-93.2600279,"intersection"
"November 3, 2017","California","Gardena","E 163rd St and S Main St","0","4","<a href=""http://www.gunviolencearchive.org/incident/980258"" target=""_blank"">More Information</a>",2017-11-03,4,"California, Gardena, E 163rd St and S Main St","Fri",33.8838693,-118.2758624,"intersection"
"November 3, 2017","New York","Buffalo","147 Roosevelt Ave","0","4","<a href=""http://www.gunviolencearchive.org/incident/980004"" target=""_blank"">More Information</a>",2017-11-03,4,"New York, Buffalo, 147 Roosevelt Ave","Fri",42.9336679,-78.8079851,"street_address"
"November 3, 2017","Louisiana","Lacombe","27600 block of Mirmar Street","1","4","<a href=""http://www.gunviolencearchive.org/incident/980401"" target=""_blank"">More Information</a>",2017-11-03,5,"Louisiana, Lacombe, 27600 block of Mirmar Street","Fri",30.3093158,-89.942919,"route"
"November 4, 2017","Texas","Austin","N Lamar Blvd and Masterson Pass","0","4","<a href=""http://www.gunviolencearchive.org/incident/980269"" target=""_blank"">More Information</a>",2017-11-04,4,"Texas, Austin, N Lamar Blvd and Masterson Pass","Sat",30.37121,-97.6924185,"intersection"
"November 4, 2017","Ohio","Youngstown","2810 Market St","0","4","<a href=""http://www.gunviolencearchive.org/incident/980192"" target=""_blank"">More Information</a>",2017-11-04,4,"Ohio, Youngstown, 2810 Market St","Sat",41.0710555,-80.6582025,"street_address"
"November 4, 2017","California","Santa Monica","1515 Ocean Avenue","1","3","<a href=""http://www.gunviolencearchive.org/incident/980060"" target=""_blank"">More Information</a>",2017-11-04,4,"California, Santa Monica, 1515 Ocean Avenue","Sat",34.0123776,-118.4960642,"street_address"
"November 5, 2017","Texas","Sutherland Springs","216 4th St","27","20","<a href=""http://www.gunviolencearchive.org/incident/980577"" target=""_blank"">More Information</a>",2017-11-05,47,"Texas, Sutherland Springs, 216 4th St","Sun",29.2731606,-98.0564879,"street_address"
"November 9, 2017","Pennsylvania","Philadelphia","1800 block of Ringgold","0","4","<a href=""http://www.gunviolencearchive.org/incident/984455"" target=""_blank"">More Information</a>",2017-11-09,4,"Pennsylvania, Philadelphia, 1800 block of Ringgold","Thurs",39.9301445,-75.1859671,"premise"
"November 10, 2017","Ohio","Dayton (Trotwood)","193 Olive Rd","0","4","<a href=""http://www.gunviolencearchive.org/incident/984822"" target=""_blank"">More Information</a>",2017-11-10,4,"Ohio, Dayton (Trotwood), 193 Olive Rd","Fri",39.7492155,-84.2929346,"street_address"
"November 11, 2017","Texas","Dallas","2532 Martin Luther King Jr Blvd","1","3","<a href=""http://www.gunviolencearchive.org/incident/985582"" target=""_blank"">More Information</a>",2017-11-11,4,"Texas, Dallas, 2532 Martin Luther King Jr Blvd","Sat",32.7667965,-96.7706975,"street_address"
"November 11, 2017","Louisiana","New Orleans","Forstall Street and Burgundy Street","1","5","<a href=""http://www.gunviolencearchive.org/incident/986092"" target=""_blank"">More Information</a>",2017-11-11,6,"Louisiana, New Orleans, Forstall Street and Burgundy Street","Sat",29.9602617,-90.0221209,"intersection"
"November 11, 2017","North Carolina","Fayetteville","2835 Bragg Blvd","1","5","<a href=""http://www.gunviolencearchive.org/incident/985832"" target=""_blank"">More Information</a>",2017-11-11,6,"North Carolina, Fayetteville, 2835 Bragg Blvd","Sat",35.0737332,-78.9277761,"street_address"
"November 12, 2017","Indiana","Gary","4601 Melton Rd","0","7","<a href=""http://www.gunviolencearchive.org/incident/986236"" target=""_blank"">More Information</a>",2017-11-12,7,"Indiana, Gary, 4601 Melton Rd","Sun",41.5949857,-87.2812842,"street_address"
"November 12, 2017","California","Fresno","S Calvin Ave","0","5","<a href=""http://www.gunviolencearchive.org/incident/987134"" target=""_blank"">More Information</a>",2017-11-12,5,"California, Fresno, S Calvin Ave","Sun",36.6822907,-119.7348086,"route"
"November 12, 2017","Georgia","Atlanta","50 Lower Alabama St","2","2","<a href=""http://www.gunviolencearchive.org/incident/986816"" target=""_blank"">More Information</a>",2017-11-12,4,"Georgia, Atlanta, 50 Lower Alabama St","Sun",33.7518213,-84.3896794,"street_address"
"November 14, 2017","California","Corning","17357 Stagecoach Rd","6","12","<a href=""http://www.gunviolencearchive.org/incident/987611"" target=""_blank"">More Information</a>",2017-11-14,18,"California, Corning, 17357 Stagecoach Rd","Tues",40.0187478,-122.3930903,"street_address"
"November 14, 2017","California","Richmond","900 Block of View Dr","2","2","<a href=""http://www.gunviolencearchive.org/incident/988824"" target=""_blank"">More Information</a>",2017-11-14,4,"California, Richmond, 900 Block of View Dr","Tues",37.977882,-122.313528,"street_address"
"November 16, 2017","Georgia","Columbus","1400 block of 15th Street","0","7","<a href=""http://www.gunviolencearchive.org/incident/989838"" target=""_blank"">More Information</a>",2017-11-16,7,"Georgia, Columbus, 1400 block of 15th Street","Thurs",32.4742075,-84.9713918,"street_address"
"November 17, 2017","Louisiana","New Iberia","900 Block of Mississippi St","0","4","<a href=""http://www.gunviolencearchive.org/incident/990974"" target=""_blank"">More Information</a>",2017-11-17,4,"Louisiana, New Iberia, 900 Block of Mississippi St","Fri",30.0113292,-91.8412516,"street_address"
"November 18, 2017","Minnesota","Minneapolis","3600 block of Emerson Avenue North","0","4","<a href=""http://www.gunviolencearchive.org/incident/991017"" target=""_blank"">More Information</a>",2017-11-18,4,"Minnesota, Minneapolis, 3600 block of Emerson Avenue North","Sat",45.020489,-93.293968,"street_address"
"November 24, 2017","Ohio","Cleveland","11618 Buckeye Rd","1","5","<a href=""http://www.gunviolencearchive.org/incident/995015"" target=""_blank"">More Information</a>",2017-11-24,6,"Ohio, Cleveland, 11618 Buckeye Rd","Fri",41.480691,-81.6021819,"street_address"
"November 24, 2017","Mississippi","Brookhaven","119 Martin Street","1","6","<a href=""http://www.gunviolencearchive.org/incident/994323"" target=""_blank"">More Information</a>",2017-11-24,7,"Mississippi, Brookhaven, 119 Martin Street","Fri",31.5738871,-90.4441907,"street_address"
"November 30, 2017","Michigan","Detroit","11000 block of Gunston","1","4","<a href=""http://www.gunviolencearchive.org/incident/998843"" target=""_blank"">More Information</a>",2017-11-30,5,"Michigan, Detroit, 11000 block of Gunston","Thurs",42.4080996,-82.9935991,"street_address"
"December 2, 2017","Michigan","Detroit","5200 Woodward Avenue","0","4","<a href=""http://www.gunviolencearchive.org/incident/999969"" target=""_blank"">More Information</a>",2017-12-02,4,"Michigan, Detroit, 5200 Woodward Avenue","Sat",42.3586253,-83.0654863,"street_address"
"December 3, 2017","Tennessee","Memphis","656 Marshall Ave","1","3","<a href=""http://www.gunviolencearchive.org/incident/1000479"" target=""_blank"">More Information</a>",2017-12-03,4,"Tennessee, Memphis, 656 Marshall Ave","Sun",35.140215,-90.0389154,"street_address"
"December 4, 2017","Pennsylvania","Pittsburgh","7200 block of Everton St","2","2","<a href=""http://www.gunviolencearchive.org/incident/1001566"" target=""_blank"">More Information</a>",2017-12-04,4,"Pennsylvania, Pittsburgh, 7200 block of Everton St","Mon",40.4632353,-79.8934682,"street_address"
"December 6, 2017","Illinois","Chicago","4620 N Broadway","0","4","<a href=""http://www.gunviolencearchive.org/incident/1002514"" target=""_blank"">More Information</a>",2017-12-06,4,"Illinois, Chicago, 4620 N Broadway","Wed",41.9655967,-87.6577118,"street_address"
"December 9, 2017","Massachusetts","Boston","Proctor St","0","4","<a href=""http://www.gunviolencearchive.org/incident/1004454"" target=""_blank"">More Information</a>",2017-12-09,4,"Massachusetts, Boston, Proctor St","Sat",42.3269512,-71.069132,"route"
